"","team","position","type","count"
"734","Brown","S","Outgoing",1
"735","Brown","S","Delta",-1
"736","Bryant","CB","Incoming",1
"737","Bryant","CB","Outgoing",0
"738","Bryant","CB","Delta",1
"739","Bryant","IOL","Incoming",1
"740","Bryant","IOL","Outgoing",0
"741","Bryant","IOL","Delta",1
"742","Bryant","LB","Incoming",2
"743","Bryant","LB","Outgoing",1
"744","Bryant","LB","Delta",1
"745","Bryant","S","Incoming",1
"746","Bryant","S","Outgoing",0
"747","Bryant","S","Delta",1
"748","Bucknell","CB","Incoming",0
"749","Bucknell","CB","Outgoing",1
"750","Bucknell","CB","Delta",-1
"751","Bucknell","DL","Incoming",0
"752","Bucknell","DL","Outgoing",1
"753","Bucknell","DL","Delta",-1
"754","Bucknell","IOL","Incoming",1
"755","Bucknell","IOL","Outgoing",1
"756","Bucknell","IOL","Delta",0
"757","Bucknell","LB","Incoming",0
"758","Bucknell","LB","Outgoing",1
"759","Bucknell","LB","Delta",-1
"760","Bucknell","QB","Incoming",1
"761","Bucknell","QB","Outgoing",0
"762","Bucknell","QB","Delta",1
"763","Bucknell","WR","Incoming",1
"764","Bucknell","WR","Outgoing",1
"765","Bucknell","WR","Delta",0
"766","Buffalo","CB","Incoming",1
"767","Buffalo","CB","Outgoing",1
"768","Buffalo","CB","Delta",0
"769","Buffalo","IOL","Incoming",1
"770","Buffalo","IOL","Outgoing",1
"771","Buffalo","IOL","Delta",0
"772","Buffalo","K","Incoming",1
"773","Buffalo","K","Outgoing",1
"774","Buffalo","K","Delta",0
"775","Buffalo","LB","Incoming",2
"776","Buffalo","LB","Outgoing",0
"777","Buffalo","LB","Delta",2
"778","Buffalo","QB","Incoming",1
"779","Buffalo","QB","Outgoing",1
"780","Buffalo","QB","Delta",0
"781","Buffalo","S","Incoming",1
"782","Buffalo","S","Outgoing",0
"783","Buffalo","S","Delta",1
"784","Buffalo","WR","Incoming",1
"785","Buffalo","WR","Outgoing",1
"786","Buffalo","WR","Delta",0
"787","Butler","EDGE","Incoming",2
"788","Butler","EDGE","Outgoing",2
"789","Butler","EDGE","Delta",0
"790","Butler","OT","Incoming",0
"791","Butler","OT","Outgoing",1
"792","Butler","OT","Delta",-1
"793","Butler","S","Incoming",1
"794","Butler","S","Outgoing",0
"795","Butler","S","Delta",1
"796","Butler","TE","Incoming",0
"797","Butler","TE","Outgoing",1
"798","Butler","TE","Delta",-1
"799","Butler","WR","Incoming",1
"800","Butler","WR","Outgoing",0
"801","Butler","WR","Delta",1
"802","CSU-Pueblo","EDGE","Incoming",1
"803","CSU-Pueblo","EDGE","Outgoing",0
"804","CSU-Pueblo","EDGE","Delta",1
"805","CSU-Pueblo","LB","Incoming",1
"806","CSU-Pueblo","LB","Outgoing",0
"807","CSU-Pueblo","LB","Delta",1
"808","Cal Poly","CB","Incoming",1
"809","Cal Poly","CB","Outgoing",1
"810","Cal Poly","CB","Delta",0
"811","Cal Poly","DL","Incoming",1
"812","Cal Poly","DL","Outgoing",2
"813","Cal Poly","DL","Delta",-1
"814","Cal Poly","IOL","Incoming",0
"815","Cal Poly","IOL","Outgoing",1
"816","Cal Poly","IOL","Delta",-1
"817","Cal Poly","LB","Incoming",0
"818","Cal Poly","LB","Outgoing",1
"819","Cal Poly","LB","Delta",-1
"820","Cal Poly","OT","Incoming",2
"821","Cal Poly","OT","Outgoing",0
"822","Cal Poly","OT","Delta",2
"823","Cal Poly","QB","Incoming",2
"824","Cal Poly","QB","Outgoing",0
"825","Cal Poly","QB","Delta",2
"826","Cal Poly","RB","Incoming",0
"827","Cal Poly","RB","Outgoing",1
"828","Cal Poly","RB","Delta",-1
"829","Cal Poly","TE","Incoming",0
"830","Cal Poly","TE","Outgoing",1
"831","Cal Poly","TE","Delta",-1
"832","Cal Poly","WR","Incoming",1
"833","Cal Poly","WR","Outgoing",0
"834","Cal Poly","WR","Delta",1
"835","California","CB","Incoming",3
"836","California","CB","Outgoing",0
"837","California","CB","Delta",3
"838","California","DL","Incoming",2
"839","California","DL","Outgoing",0
"840","California","DL","Delta",2
"841","California","EDGE","Incoming",3
"842","California","EDGE","Outgoing",3
"843","California","EDGE","Delta",0
"844","California","IOL","Incoming",4
"845","California","IOL","Outgoing",3
"846","California","IOL","Delta",1
"847","California","K","Incoming",2
"848","California","K","Outgoing",2
"849","California","K","Delta",0
"850","California","LB","Incoming",2
"851","California","LB","Outgoing",1
"852","California","LB","Delta",1
"853","California","LS","Incoming",1
"854","California","LS","Outgoing",1
"855","California","LS","Delta",0
"856","California","OT","Incoming",2
"857","California","OT","Outgoing",0
"858","California","OT","Delta",2
"859","California","P","Incoming",2
"860","California","P","Outgoing",0
"861","California","P","Delta",2
"862","California","QB","Incoming",2
"863","California","QB","Outgoing",1
"864","California","QB","Delta",1
"865","California","RB","Incoming",3
"866","California","RB","Outgoing",5
"867","California","RB","Delta",-2
"868","California","S","Incoming",3
"869","California","S","Outgoing",2
"870","California","S","Delta",1
"871","California","TE","Incoming",2
"872","California","TE","Outgoing",4
"873","California","TE","Delta",-2
"874","California","WR","Incoming",5
"875","California","WR","Outgoing",7
"876","California","WR","Delta",-2
"877","Campbell","CB","Incoming",1
"878","Campbell","CB","Outgoing",1
"879","Campbell","CB","Delta",0
"880","Campbell","DL","Incoming",1
"881","Campbell","DL","Outgoing",2
"882","Campbell","DL","Delta",-1
"883","Campbell","EDGE","Incoming",0
"884","Campbell","EDGE","Outgoing",2
"885","Campbell","EDGE","Delta",-2
"886","Campbell","IOL","Incoming",1
"887","Campbell","IOL","Outgoing",0
"888","Campbell","IOL","Delta",1
"889","Campbell","LB","Incoming",2
"890","Campbell","LB","Outgoing",1
"891","Campbell","LB","Delta",1
"892","Campbell","OT","Incoming",1
"893","Campbell","OT","Outgoing",0
"894","Campbell","OT","Delta",1
"895","Campbell","S","Incoming",0
"896","Campbell","S","Outgoing",1
"897","Campbell","S","Delta",-1
"898","Campbell","TE","Incoming",0
"899","Campbell","TE","Outgoing",1
"900","Campbell","TE","Delta",-1
"901","Campbell","WR","Incoming",1
"902","Campbell","WR","Outgoing",3
"903","Campbell","WR","Delta",-2
"904","Campbellsville","LB","Incoming",0
"905","Campbellsville","LB","Outgoing",1
"906","Campbellsville","LB","Delta",-1
"907","Carson-Newman College","CB","Incoming",0
"908","Carson-Newman College","CB","Outgoing",1
"909","Carson-Newman College","CB","Delta",-1
"910","Carson-Newman College","S","Incoming",1
"911","Carson-Newman College","S","Outgoing",0
"912","Carson-Newman College","S","Delta",1
"913","Central Arkansas","CB","Incoming",0
"914","Central Arkansas","CB","Outgoing",1
"915","Central Arkansas","CB","Delta",-1
"916","Central Arkansas","IOL","Incoming",2
"917","Central Arkansas","IOL","Outgoing",0
"918","Central Arkansas","IOL","Delta",2
"919","Central Arkansas","OT","Incoming",1
"920","Central Arkansas","OT","Outgoing",1
"921","Central Arkansas","OT","Delta",0
"922","Central Arkansas","QB","Incoming",1
"923","Central Arkansas","QB","Outgoing",0
"924","Central Arkansas","QB","Delta",1
"925","Central Arkansas","RB","Incoming",2
"926","Central Arkansas","RB","Outgoing",0
"927","Central Arkansas","RB","Delta",2
"928","Central Arkansas","WR","Incoming",3
"929","Central Arkansas","WR","Outgoing",0
"930","Central Arkansas","WR","Delta",3
"931","Central Connecticut","DL","Incoming",1
"932","Central Connecticut","DL","Outgoing",0
"933","Central Connecticut","DL","Delta",1
"934","Central Connecticut","OT","Incoming",0
"935","Central Connecticut","OT","Outgoing",1
"936","Central Connecticut","OT","Delta",-1
"937","Central Connecticut","QB","Incoming",1
"938","Central Connecticut","QB","Outgoing",0
"939","Central Connecticut","QB","Delta",1
"940","Central Michigan","CB","Incoming",1
"941","Central Michigan","CB","Outgoing",0
"942","Central Michigan","CB","Delta",1
"943","Central Michigan","DL","Incoming",2
"944","Central Michigan","DL","Outgoing",2
"945","Central Michigan","DL","Delta",0
"946","Central Michigan","IOL","Incoming",1
"947","Central Michigan","IOL","Outgoing",1
"948","Central Michigan","IOL","Delta",0
"949","Central Michigan","LB","Incoming",0
"950","Central Michigan","LB","Outgoing",1
"951","Central Michigan","LB","Delta",-1
"952","Central Michigan","OT","Incoming",1
"953","Central Michigan","OT","Outgoing",1
"954","Central Michigan","OT","Delta",0
"955","Central Michigan","QB","Incoming",1
"956","Central Michigan","QB","Outgoing",2
"957","Central Michigan","QB","Delta",-1
"958","Central Michigan","RB","Incoming",1
"959","Central Michigan","RB","Outgoing",0
"960","Central Michigan","RB","Delta",1
"961","Central Michigan","S","Incoming",2
"962","Central Michigan","S","Outgoing",0
"963","Central Michigan","S","Delta",2
"964","Central Michigan","TE","Incoming",1
"965","Central Michigan","TE","Outgoing",1
"966","Central Michigan","TE","Delta",0
"967","Central Michigan","WR","Incoming",0
"968","Central Michigan","WR","Outgoing",3
"969","Central Michigan","WR","Delta",-3
"970","Central Missouri","IOL","Incoming",0
"971","Central Missouri","IOL","Outgoing",1
"972","Central Missouri","IOL","Delta",-1
"973","Central Missouri","TE","Incoming",1
"974","Central Missouri","TE","Outgoing",0
"975","Central Missouri","TE","Delta",1
"976","Central Missouri","WR","Incoming",1
"977","Central Missouri","WR","Outgoing",1
"978","Central Missouri","WR","Delta",0
"979","Central Missouri State","RB","Incoming",0
"980","Central Missouri State","RB","Outgoing",1
"981","Central Missouri State","RB","Delta",-1
"982","Central Oklahoma","RB","Incoming",1
"983","Central Oklahoma","RB","Outgoing",0
"984","Central Oklahoma","RB","Delta",1
"985","Central Oklahoma","WR","Incoming",2
"986","Central Oklahoma","WR","Outgoing",1
"987","Central Oklahoma","WR","Delta",1
"988","Central Washington","CB","Incoming",1
"989","Central Washington","CB","Outgoing",0
"990","Central Washington","CB","Delta",1
"991","Central Washington","RB","Incoming",1
"992","Central Washington","RB","Outgoing",0
"993","Central Washington","RB","Delta",1
"994","Charleston Southern","DL","Incoming",3
"995","Charleston Southern","DL","Outgoing",1
"996","Charleston Southern","DL","Delta",2
"997","Charleston Southern","RB","Incoming",1
"998","Charleston Southern","RB","Outgoing",0
"999","Charleston Southern","RB","Delta",1
"1000","Charleston Southern","S","Incoming",0
"1001","Charleston Southern","S","Outgoing",1
"1002","Charleston Southern","S","Delta",-1
"1003","Charleston Southern","TE","Incoming",0
"1004","Charleston Southern","TE","Outgoing",1
"1005","Charleston Southern","TE","Delta",-1
"1006","Charlotte","CB","Incoming",4
"1007","Charlotte","CB","Outgoing",4
"1008","Charlotte","CB","Delta",0
"1009","Charlotte","DL","Incoming",5
"1010","Charlotte","DL","Outgoing",5
"1011","Charlotte","DL","Delta",0
"1012","Charlotte","EDGE","Incoming",4
"1013","Charlotte","EDGE","Outgoing",2
"1014","Charlotte","EDGE","Delta",2
"1015","Charlotte","IOL","Incoming",2
"1016","Charlotte","IOL","Outgoing",2
"1017","Charlotte","IOL","Delta",0
"1018","Charlotte","K","Incoming",1
"1019","Charlotte","K","Outgoing",1
"1020","Charlotte","K","Delta",0
"1021","Charlotte","LB","Incoming",4
"1022","Charlotte","LB","Outgoing",2
"1023","Charlotte","LB","Delta",2
"1024","Charlotte","LS","Incoming",1
"1025","Charlotte","LS","Outgoing",0
"1026","Charlotte","LS","Delta",1
"1027","Charlotte","OT","Incoming",2
"1028","Charlotte","OT","Outgoing",2
"1029","Charlotte","OT","Delta",0
"1030","Charlotte","QB","Incoming",2
"1031","Charlotte","QB","Outgoing",2
"1032","Charlotte","QB","Delta",0
"1033","Charlotte","RB","Incoming",3
"1034","Charlotte","RB","Outgoing",3
"1035","Charlotte","RB","Delta",0
"1036","Charlotte","S","Incoming",1
"1037","Charlotte","S","Outgoing",2
"1038","Charlotte","S","Delta",-1
"1039","Charlotte","TE","Incoming",0
"1040","Charlotte","TE","Outgoing",1
"1041","Charlotte","TE","Delta",-1
"1042","Charlotte","WR","Incoming",5
"1043","Charlotte","WR","Outgoing",4
"1044","Charlotte","WR","Delta",1
"1045","Chattanooga","CB","Incoming",1
"1046","Chattanooga","CB","Outgoing",2
"1047","Chattanooga","CB","Delta",-1
"1048","Chattanooga","EDGE","Incoming",2
"1049","Chattanooga","EDGE","Outgoing",3
"1050","Chattanooga","EDGE","Delta",-1
"1051","Chattanooga","IOL","Incoming",0
"1052","Chattanooga","IOL","Outgoing",1
"1053","Chattanooga","IOL","Delta",-1
"1054","Chattanooga","LB","Incoming",0
"1055","Chattanooga","LB","Outgoing",1
"1056","Chattanooga","LB","Delta",-1
"1057","Chattanooga","LS","Incoming",0
"1058","Chattanooga","LS","Outgoing",1
"1059","Chattanooga","LS","Delta",-1
"1060","Chattanooga","OT","Incoming",0
"1061","Chattanooga","OT","Outgoing",1
"1062","Chattanooga","OT","Delta",-1
"1063","Chattanooga","QB","Incoming",1
"1064","Chattanooga","QB","Outgoing",0
"1065","Chattanooga","QB","Delta",1
"1066","Chattanooga","S","Incoming",1
"1067","Chattanooga","S","Outgoing",2
"1068","Chattanooga","S","Delta",-1
"1069","Chattanooga","WR","Incoming",0
"1070","Chattanooga","WR","Outgoing",3
"1071","Chattanooga","WR","Delta",-3
"1072","Cincinnati","CB","Incoming",1
"1073","Cincinnati","CB","Outgoing",3
"1074","Cincinnati","CB","Delta",-2
"1075","Cincinnati","DL","Incoming",2
"1076","Cincinnati","DL","Outgoing",0
"1077","Cincinnati","DL","Delta",2
"1078","Cincinnati","EDGE","Incoming",3
"1079","Cincinnati","EDGE","Outgoing",1
"1080","Cincinnati","EDGE","Delta",2
"1081","Cincinnati","IOL","Incoming",0
"1082","Cincinnati","IOL","Outgoing",1
"1083","Cincinnati","IOL","Delta",-1
"1084","Cincinnati","K","Incoming",1
"1085","Cincinnati","K","Outgoing",1
"1086","Cincinnati","K","Delta",0
"1087","Cincinnati","LS","Incoming",1
"1088","Cincinnati","LS","Outgoing",0
"1089","Cincinnati","LS","Delta",1
"1090","Cincinnati","OT","Incoming",3
"1091","Cincinnati","OT","Outgoing",0
"1092","Cincinnati","OT","Delta",3
"1093","Cincinnati","QB","Incoming",0
"1094","Cincinnati","QB","Outgoing",1
"1095","Cincinnati","QB","Delta",-1
"1096","Cincinnati","RB","Incoming",1
"1097","Cincinnati","RB","Outgoing",0
"1098","Cincinnati","RB","Delta",1
"1099","Cincinnati","S","Incoming",3
"1100","Cincinnati","S","Outgoing",2
"1101","Cincinnati","S","Delta",1
"1102","Cincinnati","TE","Incoming",1
"1103","Cincinnati","TE","Outgoing",1
"1104","Cincinnati","TE","Delta",0
"1105","Cincinnati","WR","Incoming",4
"1106","Cincinnati","WR","Outgoing",3
"1107","Cincinnati","WR","Delta",1
"1108","Cisco College","LB","Incoming",1
"1109","Cisco College","LB","Outgoing",0
"1110","Cisco College","LB","Delta",1
"1111","Clarion","WR","Incoming",1
"1112","Clarion","WR","Outgoing",0
"1113","Clarion","WR","Delta",1
"1114","Clark Atlanta","WR","Incoming",0
"1115","Clark Atlanta","WR","Outgoing",1
"1116","Clark Atlanta","WR","Delta",-1
"1117","Clemson","ATH","Incoming",0
"1118","Clemson","ATH","Outgoing",1
"1119","Clemson","ATH","Delta",-1
"1120","Clemson","CB","Incoming",0
"1121","Clemson","CB","Outgoing",1
"1122","Clemson","CB","Delta",-1
"1123","Clemson","DL","Incoming",0
"1124","Clemson","DL","Outgoing",1
"1125","Clemson","DL","Delta",-1
"1126","Clemson","EDGE","Incoming",1
"1127","Clemson","EDGE","Outgoing",1
"1128","Clemson","EDGE","Delta",0
"1129","Clemson","LB","Incoming",1
"1130","Clemson","LB","Outgoing",0
"1131","Clemson","LB","Delta",1
"1132","Clemson","S","Incoming",0
"1133","Clemson","S","Outgoing",2
"1134","Clemson","S","Delta",-2
"1135","Clemson","WR","Incoming",1
"1136","Clemson","WR","Outgoing",3
"1137","Clemson","WR","Delta",-2
"1138","Coastal Carolina","CB","Incoming",6
"1139","Coastal Carolina","CB","Outgoing",4
"1140","Coastal Carolina","CB","Delta",2
"1141","Coastal Carolina","DL","Incoming",4
"1142","Coastal Carolina","DL","Outgoing",7
"1143","Coastal Carolina","DL","Delta",-3
"1144","Coastal Carolina","EDGE","Incoming",4
"1145","Coastal Carolina","EDGE","Outgoing",3
"1146","Coastal Carolina","EDGE","Delta",1
"1147","Coastal Carolina","IOL","Incoming",1
"1148","Coastal Carolina","IOL","Outgoing",6
"1149","Coastal Carolina","IOL","Delta",-5
"1150","Coastal Carolina","K","Incoming",0
"1151","Coastal Carolina","K","Outgoing",2
"1152","Coastal Carolina","K","Delta",-2
"1153","Coastal Carolina","LB","Incoming",2
"1154","Coastal Carolina","LB","Outgoing",1
"1155","Coastal Carolina","LB","Delta",1
"1156","Coastal Carolina","OT","Incoming",2
"1157","Coastal Carolina","OT","Outgoing",1
"1158","Coastal Carolina","OT","Delta",1
"1159","Coastal Carolina","QB","Incoming",2
"1160","Coastal Carolina","QB","Outgoing",3
"1161","Coastal Carolina","QB","Delta",-1
"1162","Coastal Carolina","RB","Incoming",1
"1163","Coastal Carolina","RB","Outgoing",6
"1164","Coastal Carolina","RB","Delta",-5
"1165","Coastal Carolina","S","Incoming",3
"1166","Coastal Carolina","S","Outgoing",1
"1167","Coastal Carolina","S","Delta",2
"1168","Coastal Carolina","TE","Incoming",0
"1169","Coastal Carolina","TE","Outgoing",2
"1170","Coastal Carolina","TE","Delta",-2
"1171","Coastal Carolina","WR","Incoming",5
"1172","Coastal Carolina","WR","Outgoing",5
"1173","Coastal Carolina","WR","Delta",0
"1174","Coffeyville C.C.","DL","Incoming",1
"1175","Coffeyville C.C.","DL","Outgoing",0
"1176","Coffeyville C.C.","DL","Delta",1
"1177","Coffeyville C.C.","LB","Incoming",2
"1178","Coffeyville C.C.","LB","Outgoing",0
"1179","Coffeyville C.C.","LB","Delta",2
"1180","Coffeyville C.C.","RB","Incoming",1
"1181","Coffeyville C.C.","RB","Outgoing",0
"1182","Coffeyville C.C.","RB","Delta",1
"1183","Colgate","DL","Incoming",0
"1184","Colgate","DL","Outgoing",1
"1185","Colgate","DL","Delta",-1
"1186","Colgate","LB","Incoming",0
"1187","Colgate","LB","Outgoing",1
"1188","Colgate","LB","Delta",-1
"1189","Colgate","TE","Incoming",0
"1190","Colgate","TE","Outgoing",1
"1191","Colgate","TE","Delta",-1
"1192","College of San Mateo","CB","Incoming",1
"1193","College of San Mateo","CB","Outgoing",0
"1194","College of San Mateo","CB","Delta",1
"1195","College of San Mateo","DL","Incoming",1
"1196","College of San Mateo","DL","Outgoing",0
"1197","College of San Mateo","DL","Delta",1
"1198","College of San Mateo","S","Incoming",1
"1199","College of San Mateo","S","Outgoing",0
"1200","College of San Mateo","S","Delta",1
"1201","Colorado","CB","Incoming",3
"1202","Colorado","CB","Outgoing",2
"1203","Colorado","CB","Delta",1
"1204","Colorado","DL","Incoming",3
"1205","Colorado","DL","Outgoing",1
"1206","Colorado","DL","Delta",2
"1207","Colorado","EDGE","Incoming",0
"1208","Colorado","EDGE","Outgoing",2
"1209","Colorado","EDGE","Delta",-2
"1210","Colorado","IOL","Incoming",5
"1211","Colorado","IOL","Outgoing",6
"1212","Colorado","IOL","Delta",-1
"1213","Colorado","K","Incoming",1
"1214","Colorado","K","Outgoing",0
"1215","Colorado","K","Delta",1
"1216","Colorado","LB","Incoming",4
"1217","Colorado","LB","Outgoing",3
"1218","Colorado","LB","Delta",1
"1219","Colorado","OT","Incoming",4
"1220","Colorado","OT","Outgoing",0
"1221","Colorado","OT","Delta",4
"1222","Colorado","P","Incoming",1
"1223","Colorado","P","Outgoing",0
